data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact157.txt https://www.compact-online.de/katalonien-was-spricht-fuer-die-abspaltung-und-was-dagegen-teil-1/ 2017-12-20 |['Online-Autor'] | Allgemein |radically right| None
data/compact158.txt https://www.compact-online.de/was-2017-nicht-in-der-zeitung-stand-verheimlicht-vertuscht-vergessen-2018-jetzt-vorbestellbar/ 2017-12-19 |['COMPACT-Shop'] | Medien |radically right| None
data/compact159.txt https://www.compact-online.de/breitscheidplatz-merkel-will-was-nicht-so-gut-gelaufen-ist-besser-machen/ 2017-12-19 |['Max Z. Kowalsky'] | Allgemein |radically right| None
data/compact160.txt https://www.compact-online.de/linksradikale-treibjagd-auf-polizisten-das-kommt-einem-mordaufruf-gleich/ 2017-12-19 |['Marc Dassen'] | Allgemein |radically right| None
data/compact161.txt https://www.compact-online.de/schrottplatz-galaktischer-ideen-zum-kinostart-von-star-wars-episode-viii-die-letzten-jedi/ 2017-12-19 |['Jonas Glaser'] | Kultur |radically right| None
data/compact162.txt https://www.compact-online.de/hier-ruht-deutschlands-erinnerung-hier-waehrt-unser-geist/ 2017-12-19 |['COMPACT-Shop'] | Highlights |radically right| None
data/compact163.txt https://www.compact-online.de/ein-jahr-nach-weihnachtsmarkt-anschlag-keine-traenen-keine-trauer/ 2017-12-19 |['Online-Autor'] | Allgemein |radically right| None
data/compact164.txt https://www.compact-online.de/weihnachtsfeier-an-lueneburger-schule-abgesagt-warum-wohl/ 2017-12-18 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact165.txt https://www.compact-online.de/abraham-melzer-die-antisemitenmacher-neu-im-compact-shop/ 2017-12-18 |['COMPACT-Shop'] | Internationale Politik |radically right| None
data/compact166.txt https://www.compact-online.de/antifa-aktion-gegen-elsaesser-wohnhaus-am-selben-tag-wie-die-mordhetze-im-ard-tatort-gestern-zufall/ 2017-12-18 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact167.txt https://www.compact-online.de/jetzt-auch-der-mainstream-wirkung-von-co2-auf-umwelt-nicht-bewiesen/ 2017-12-18 |['Katja Wolters'] | Allgemein |radically right| None
data/compact168.txt https://www.compact-online.de/kinder-werden-biopolitisch-manipuliert-experteninterview-zu-gender-mainstreaming/ 2017-12-18 |['Marc Dassen'] | Innenpolitik |radically right| None
data/compact169.txt https://www.compact-online.de/oesterreich-es-droht-ein-demo-marathon/ 2017-12-18 |['Online-Autor'] | Internationale Politik |radically right| None
data/compact170.txt https://www.compact-online.de/saarbruecken-syrer-stechen-mann-auf-weihnachtsmarkt-nieder/ 2017-12-18 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact171.txt https://www.compact-online.de/ein-jahr-nach-breitscheidplatz-attentat-v-mann-im-zwielicht/ 2017-12-17 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact172.txt https://www.compact-online.de/prag-oppositionsparteien-fordern-ende-der-desastroesen-eu-politik/ 2017-12-17 |['Karel Meissner'] | Internationale Politik |radically right| None
data/compact173.txt https://www.compact-online.de/antifa-signiert-ihre-vertreibungsaktion/ 2017-12-17 |['Online-Autor'] | Innenpolitik |radically right| None
data/compact174.txt https://www.compact-online.de/ard-tatort-ueber-afd-und-elsaesser/ 2017-12-17 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact175.txt https://www.compact-online.de/compact-angebote-der-woche-mut-zum-sammeln-mut-zu-neuen-wegen-zur-gesundheit/ 2017-12-16 |['COMPACT-Shop'] | Highlights |radically right| None
data/compact176.txt https://www.compact-online.de/am-hellichten-tag-kameruner-in-unterhose-attackiert-rentnerin-grundlos-lebensgefahr-video/ 2017-12-16 |['Tino Perlick'] | Highlights |radically right| None
data/compact177.txt https://www.compact-online.de/der-weltstaat-das-projekt-der-globalisten/ 2017-12-16 |['Seyed Alireza Mousavi'] | Innenpolitik |radically right| None
data/compact178.txt https://www.compact-online.de/russland-sanktionen-deutschland-zahlt-die-zeche/ 2017-12-16 |['Online-Autor'] | Internationale Politik |radically right| None
data/compact179.txt https://www.compact-online.de/papierkoerbe-als-toiletten-missbraucht-islamisch-baden-in-hannover/ 2017-12-15 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact180.txt https://www.compact-online.de/der-erste-kaiser-des-heiligen-reiches/ 2017-12-15 |['COMPACT-Shop'] | Kultur |radically right| None
data/compact181.txt https://www.compact-online.de/vorwaerts-immer-internes-spd-wirtschaftspapier-weist-weg-in-die-eudssr/ 2017-12-15 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact182.txt https://www.compact-online.de/die-gruende-der-finanzkrise/ 2017-12-15 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact183.txt https://www.compact-online.de/antifa-toetet-spanier-wegen-hosentraegern-in-nationalfarben-kontakte-zu-podemos/ 2017-12-14 |['Tino Perlick'] | Highlights |radically right| None
data/compact184.txt https://www.compact-online.de/adam-sucht-eva-die-insel-der-verlorenen-seelen/ 2017-12-14 |['Gast Autor'] | Kultur |radically right| None
data/compact185.txt https://www.compact-online.de/etappensieg-fuer-traditionsbewahrer-aber-kulturkampf-in-greifswald-geht-weiter/ 2017-12-14 |['Tino Perlick'] | Allgemein |radically right| None
data/compact186.txt https://www.compact-online.de/fremd-im-eigenen-land/ 2017-12-14 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact187.txt https://www.compact-online.de/gauland-ja-menschen-koennen-illegal-sein-afd-reicht-antrag-zu-umfassenden-grenzkontrollen-ein-video/ 2017-12-13 |['Tino Perlick'] | Highlights |radically right| None
data/compact188.txt https://www.compact-online.de/globalisten-diktatur-trotz-befreiung-syriens-abschiebestopp-fuer-syrer-verlaengert/ 2017-12-13 |['Max Z. Kowalsky'] | Allgemein |radically right| None
data/compact189.txt https://www.compact-online.de/weihnachtsmann-elsaesser-bringt-geschenke/ 2017-12-13 |['Jürgen Elsässer'] | Medien |radically right| None
data/compact190.txt https://www.compact-online.de/nach-355-tagen-merkel-besichtigt-terror-tatort-breitscheidplatz/ 2017-12-13 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact191.txt https://www.compact-online.de/russland-hatte-gegenueber-deutschland-immer-besondere-gefuehle/ 2017-12-13 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact192.txt https://www.compact-online.de/gender-katholiken-streichen-adam-aus-der-bibel/ 2017-12-12 |['Max Z. Kowalsky'] | Allgemein |radically right| None
data/compact193.txt https://www.compact-online.de/wegen-zensur-compact-ab-sofort-auch-auf-steemit-und-d-tube/ 2017-12-12 |['COMPACT'] | Medien |radically right| None
data/compact194.txt https://www.compact-online.de/irre-bundespolizei-verlaesst-sich-bei-ueberpruefung-von-mitarbeitern-teils-auf-freiwillige-angaben/ 2017-12-12 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact195.txt https://www.compact-online.de/gruess-gott-herr-maas-offener-brief-eines-buergers-an-den-gesinnungsminister/ 2017-12-12 |['Gast Autor'] | Highlights |radically right| None
data/compact196.txt https://www.compact-online.de/auf-dem-blutigen-pfad-des-propheten/ 2017-12-11 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact197.txt https://www.compact-online.de/berliner-polizist-fuerchtet-tag-an-dem-der-feind-an-unserem-tisch-sitzt/ 2017-12-11 |['Tino Perlick'] | Allgemein |radically right| None
data/compact198.txt https://www.compact-online.de/wenn-merkels-muslime-tod-israel-rufen-oder-anleitung-zum-religionskrieg/ 2017-12-11 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact199.txt https://www.compact-online.de/merkel-spd-auf-bundesebene-auf-absehbare-zeit-nicht-regierungsfaehig/ 2017-12-11 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact200.txt https://www.compact-online.de/die-preussischen-tugenden/ 2017-12-10 |['Gast Autor'] | Kultur |radically right| None
data/compact201.txt https://www.compact-online.de/an-der-schoenen-blauen-donau/ 2017-12-10 |['COMPACT-Shop'] | Internationale Politik |radically right| None
data/compact202.txt https://www.compact-online.de/zum-aufstieg-des-iran-im-deformierten-nahen-osten/ 2017-12-10 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact203.txt https://www.compact-online.de/renner-ist-raus-roeckemann-und-seifen-neue-doppelspitze-der-nrw-afd/ 2017-12-10 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact204.txt https://www.compact-online.de/breitscheidplatz-opfer-trauern-verboten/ 2017-12-09 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact205.txt https://www.compact-online.de/pakistani-nach-brandanschlag-auf-kirchturm-verhaftet/ 2017-12-09 |['V. Berger'] | Innenpolitik |radically right| None
data/compact206.txt https://www.compact-online.de/luegenpresse-auch-online-geht-es-abwaerts/ 2017-12-09 |['Martin Müller-Mertens'] | Kultur |radically right| None
data/compact207.txt https://www.compact-online.de/zuckerbergs-zensurwut-schon-wieder-compact-beitrag-auf-facebook-geloescht/ 2017-12-08 |['Marc Dassen'] | Aktuell |radically right| None
data/compact208.txt https://www.compact-online.de/helden-brauchen-heldengeschichten-compact-liefert-sie/ 2017-12-08 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact209.txt https://www.compact-online.de/vereinigte-staaten-von-europa-raus-aus-dem-imperium/ 2017-12-08 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact210.txt https://www.compact-online.de/pippi-im-ballaballa-land/ 2017-12-08 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact211.txt https://www.compact-online.de/europa-opa-martin-lass-gut-sein/ 2017-12-07 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact212.txt https://www.compact-online.de/zur-entartung-des-linken-gerechtigkeitskonzepts-und-der-zukunftsperspektive-der-neuen-rechten/ 2017-12-07 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact213.txt https://www.compact-online.de/deutsch-pflicht-fuer-polizei-kanak-sprak-verboten/ 2017-12-07 |['Marc Dassen'] | Aktuell |radically right| None
data/compact214.txt https://www.compact-online.de/brot-in-den-tank/ 2017-12-07 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact215.txt https://www.compact-online.de/anti-sexismus-tsunami-sex-bald-nur-noch-mit-vertrag/ 2017-12-07 |['Katja Wolters'] | Internationale Politik |radically right| None
data/compact216.txt https://www.compact-online.de/buergerwehren-sind-rechtlich-zulaessig-pegida-galgen-duerfen-verkauft-werden/ 2017-12-07 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact217.txt https://www.compact-online.de/sozis-nazis-mafiosi/ 2017-12-06 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact218.txt https://www.compact-online.de/der-tiefe-linksstaat-antifa-wurde-vor-g20-razzien-gewarnt/ 2017-12-06 |['Marc Dassen'] | Aktuell |radically right| None
data/compact219.txt https://www.compact-online.de/wenn-der-krampus-an-die-tuere-klopft/ 2017-12-06 |['Gast Autor'] | Kultur |radically right| None
data/compact220.txt https://www.compact-online.de/niedergang-der-ukraine-in-aktuellen-zahlen/ 2017-12-06 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact221.txt https://www.compact-online.de/islam-im-parlament-leute-politiker-volk-wo-geht-ihr-hin/ 2017-12-05 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact222.txt https://www.compact-online.de/der-schulmeister-im-waffenrock/ 2017-12-05 |['Gast Autor'] | Allgemein |radically right| None
data/compact223.txt https://www.compact-online.de/nationalisten-bei-korsischer-regionalwahl-in-fuehrung/ 2017-12-05 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact224.txt https://www.compact-online.de/der-verschwiegene-buergerkrieg-in-bruessel-sind-wir-die-naechsten/ 2017-12-05 |['Marc Dassen'] | Allgemein |radically right| None
data/compact225.txt https://www.compact-online.de/offenbarungseid-linken-politikerin-will-selbst-potenzielle-terroristen-im-land-behalten/ 2017-12-04 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact226.txt https://www.compact-online.de/metoo-als-elsaesser-mal-wagenknecht-anbaggerte/ 2017-12-04 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact227.txt https://www.compact-online.de/es-ist-eine-frage-des-anstands-familien-der-terroropfer-von-berlin-werfen-merkel-totalversagen-vor/ 2017-12-04 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact228.txt https://www.compact-online.de/wenn-der-postmann-nicht-mehr-klingelt/ 2017-12-04 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact229.txt https://www.compact-online.de/noch-kein-weihnachtspraesent-compact-im-abo-verschenken/ 2017-12-04 |['COMPACT-Shop'] | Highlights |radically right| None
data/compact230.txt https://www.compact-online.de/skandal-in-dresden-brandstifter-erneut-in-asylunterkunft/ 2017-12-04 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact231.txt https://www.compact-online.de/ein-volk-ein-reich-ein-xi-chinas-weg-zur-globalen-fuehrungsmacht/ 2017-12-04 |['COMPACT-Shop'] | Internationale Politik |radically right| None
data/compact232.txt https://www.compact-online.de/der-mann-der-unser-weltbild-umschrieb/ 2017-12-03 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact233.txt https://www.compact-online.de/sachsens-cdu-ueberdenkt-abgrenzung-zur-afd/ 2017-12-03 |['COMPACT-Shop'] | Innenpolitik |radically right| None
data/compact234.txt https://www.compact-online.de/bundesinneminister-will-abgelehnte-asylbewerber-fuer-freiwillige-rueckkehr-bezahlen/ 2017-12-03 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact235.txt https://www.compact-online.de/verfassungsschutz-warnt-vor-frauen-und-kindern-von-is-kaempfern/ 2017-12-03 |['Paula Varga'] | Innenpolitik |radically right| None
data/compact236.txt https://www.compact-online.de/afd-wahl-des-bundessprechers-meuthen-gewinnt-mit-720-prozent-haushoch/ 2017-12-02 |['COMPACT'] | Innenpolitik |radically right| None
data/compact237.txt https://www.compact-online.de/forscher-rechnen-volksaustausch-vor-75-millionen-muslime-in-eu-bis-2050-grenzschliessung-zwecklos/ 2017-12-02 |['Marc Dassen'] | Aktuell |radically right| None
data/compact238.txt https://www.compact-online.de/gefangen-im-virtuellen-raum-kevin-kuhns-neuer-roman-liv/ 2017-12-02 |['COMPACT-Shop'] | Kultur |radically right| None
data/compact239.txt https://www.compact-online.de/afd-bundesparteitag-in-hannover-antifa-verletzte-abgeordneten-und-polizisten/ 2017-12-02 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact240.txt https://www.compact-online.de/deutsche-helden-zwei-engel-fuer-die-freiheit/ 2017-12-02 |['COMPACT-Shop'] | Allgemein |radically right| None
data/compact241.txt https://www.compact-online.de/bitte-nicht-lachen-kein-witz-heiko-maas-erhielt-toleranzpreis/ 2017-12-02 |['Paula Varga'] | Innenpolitik |radically right| None
data/compact242.txt https://www.compact-online.de/verdaechtiges-paket-am-potsdamer-weihnachtsmarkt-evakuierung/ 2017-12-01 |['COMPACT'] | Innenpolitik |radically right| None
data/compact243.txt https://www.compact-online.de/angebot-der-woche-ratgeber-freie-waffen-von-t-c-a-greilich/ 2017-12-01 |['COMPACT-Shop'] | Highlights |radically right| None
data/compact244.txt https://www.compact-online.de/compact-sperrung-auf-facebook-was-hilft-gegen-maas-und-zuckerberg/ 2017-12-01 |['Marc Dassen'] | Allgemein |radically right| None
data/compact245.txt https://www.compact-online.de/alice-schwarzer-das-schweigen-der-parteien-ueber-radikalen-islam-machte-afd-stark/ 2017-12-01 |['Karel Meissner'] | Innenpolitik |radically right| None
data/compact246.txt https://www.compact-online.de/charlottesville-2-0-alt-right-aktivist-jason-kessler-wills-wissen/ 2017-12-01 |['Daniell Pföhringer'] | Internationale Politik |radically right| None
data/compact247.txt https://www.compact-online.de/erfolg-der-deutschen-minderheit-bei-kommunalwahlen-in-daenemark/ 2017-12-01 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact248.txt https://www.compact-online.de/ehre-fuer-general-praljak-freiheit-fuer-general-mladic/ 2017-11-30 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact249.txt https://www.compact-online.de/raetsel-um-afd-stadtrat-oliver-noack-war-es-selbstmord/ 2017-11-30 |['Marc Dassen'] | Aktuell |radically right| None
data/compact250.txt https://www.compact-online.de/jetzt-gehts-los-merkel-beschliesst-auf-eu-afrika-gipfel-umsiedlung-aus-libyen/ 2017-11-30 |['Tino Perlick'] | Allgemein |radically right| None
data/compact251.txt https://www.compact-online.de/info-offensive-in-ungarn-viktor-orban-laesst-kritisches-soros-buch-verteilen/ 2017-11-30 |['Daniell Pföhringer'] | Internationale Politik |radically right| None
